timestamp,ax,ay,az,gx,gy,gz,grx,gry,grz
1774801274.911630,0.021376,0.060988,0.232535,0.381466,0.402993,-0.502326,0.842607,0.445085,0.303171
1774801274.921123,-0.015064,0.018527,0.252358,0.433208,0.418240,-0.496810,0.839130,0.450559,0.304725
1774801274.931170,-0.036964,0.004974,0.281167,0.304139,0.411385,-0.483411,0.835608,0.455841,0.306540
1774801274.942979,-0.044954,-0.045443,0.207167,0.450143,0.427459,-0.357121,0.832338,0.460497,0.308474
1774801274.951302,-0.083391,-0.116171,0.161310,0.631606,0.360085,-0.312465,0.829607,0.464941,0.309164
1774801274.961383,-0.125845,-0.165312,0.188970,0.606726,0.357155,-0.317561,0.827047,0.469496,0.309138
1774801274.971401,-0.147455,-0.208902,0.170135,0.423363,0.387116,-0.348245,0.824289,0.473871,0.309830
1774801274.981619,-0.160902,-0.258894,0.145151,0.255140,0.285016,-0.368257,0.821471,0.477934,0.311071
1774801274.993026,-0.143594,-0.314799,0.075761,0.046228,0.167298,-0.377677,0.818948,0.481517,0.312194
1774801275.001623,-0.144092,-0.344863,0.060617,-0.280362,-0.059854,-0.396580,0.816883,0.484359,0.313208
1774801275.011677,-0.175509,-0.363675,0.052597,-0.706682,-0.265584,-0.404734,0.815463,0.486081,0.314239
1774801275.021602,-0.215349,-0.384652,0.011339,-1.009948,-0.352874,-0.412383,0.814470,0.486687,0.315870
1774801275.031546,-0.245062,-0.389814,0.002617,-1.306832,-0.393352,-0.445644,0.813574,0.486509,0.318443
1774801275.042221,-0.244863,-0.345825,0.051894,-1.624279,-0.360563,-0.468886,0.812520,0.485519,0.322618
1774801275.051767,-0.198450,-0.256688,0.051901,-1.680265,-0.454651,-0.431007,0.811610,0.483754,0.327524
1774801275.061935,-0.160367,-0.186171,0.068477,-1.683260,-0.589504,-0.379986,0.811399,0.481413,0.331471
1774801275.071916,-0.144674,-0.191597,0.065761,-1.653898,-0.716102,-0.367721,0.811758,0.478828,0.334324
1774801275.082029,-0.144127,-0.243589,0.098716,-1.720051,-0.786353,-0.345077,0.812569,0.476010,0.336373
1774801275.093525,-0.154384,-0.253872,0.159786,-1.873187,-0.782029,-0.336341,0.813624,0.472683,0.338505
1774801275.102846,-0.132407,-0.168445,0.191565,-2.137133,-0.740384,-0.317807,0.814688,0.468479,0.341776
1774801275.112018,-0.095689,-0.076922,0.193033,-2.437522,-0.799745,-0.374488,0.815736,0.463336,0.346258
1774801275.122151,-0.060288,-0.012015,0.185750,-2.719643,-0.836462,-0.435246,0.816742,0.457617,0.351451
1774801275.132090,-0.031375,0.065179,0.180182,-2.947250,-0.816257,-0.479977,0.817584,0.451285,0.357629
1774801275.143507,-0.012194,0.142333,0.148664,-3.179258,-0.778539,-0.554281,0.818178,0.444382,0.364840
1774801275.152221,-0.018287,0.198629,0.210433,-3.493633,-0.607522,-0.650997,0.818092,0.436961,0.373887
1774801275.162537,-0.040681,0.252722,0.363592,-3.933149,-0.432674,-0.761724,0.816972,0.428568,0.385858
1774801275.172420,-0.045428,0.336598,0.443571,-4.225162,-0.191496,-0.820954,0.814821,0.418834,0.400804
1774801275.182440,-0.039413,0.460238,0.436938,-4.425288,0.052178,-0.908975,0.811507,0.407957,0.418362
1774801275.192651,-0.042580,0.579844,0.399105,-4.521479,0.343214,-0.976808,0.806847,0.396352,0.438068
1774801275.203488,-0.043708,0.663326,0.348119,-4.427669,0.650362,-1.026639,0.800682,0.384190,0.459681
1774801275.217396,-0.072147,0.694800,0.342696,-4.290171,0.950814,-1.107542,0.792820,0.372095,0.482682
1774801275.225080,-0.088686,0.691705,0.358497,-3.986472,1.261403,-1.152473,0.783159,0.360388,0.506737
1774801275.234117,-0.083501,0.701270,0.320230,-3.549998,1.570912,-1.185225,0.771566,0.349862,0.531302
1774801275.245082,-0.035929,0.726013,0.245137,-2.856274,1.857209,-1.125034,0.758143,0.341141,0.555736
1774801275.263057,0.028259,0.720129,0.120333,-2.072549,2.041162,-1.161584,0.743149,0.335748,0.578794
1774801275.263849,0.031580,0.718624,0.240354,-1.767124,2.264795,-1.269127,0.726308,0.333469,0.601061
1774801275.281667,0.060507,0.701175,0.335718,-1.492285,2.493154,-1.311772,0.707330,0.332730,0.623678
1774801275.284872,0.091721,0.655804,0.361229,-1.376546,2.650352,-1.398359,0.686431,0.333164,0.646385
1774801275.293709,0.147623,0.564680,0.316921,-1.345591,2.781420,-1.443488,0.663641,0.333788,0.669452
1774801275.304639,0.213464,0.491398,0.220619,-1.255510,2.820232,-1.474069,0.639564,0.334408,0.692192
1774801275.312931,0.254813,0.494237,0.102507,-1.139786,2.835684,-1.485500,0.614572,0.335277,0.714067
1774801275.323326,0.257935,0.540900,-0.003429,-0.875193,2.873850,-1.505367,0.588714,0.336847,0.734813
1774801275.333086,0.242003,0.550591,-0.080447,-0.522440,2.932488,-1.505896,0.561891,0.340339,0.753955
1774801275.343207,0.252733,0.523280,-0.133955,-0.169055,3.009493,-1.468059,0.533919,0.345906,0.771544
1774801275.353213,0.269669,0.420739,-0.186348,0.129793,3.008578,-1.458579,0.505172,0.353461,0.787316
1774801275.363252,0.302737,0.288490,-0.243912,0.354462,2.918285,-1.392253,0.476392,0.362434,0.801056
1774801275.373393,0.334851,0.197901,-0.303964,0.615096,2.805696,-1.311558,0.448154,0.372610,0.812601
1774801275.383422,0.345672,0.166720,-0.332207,0.828701,2.627059,-1.219305,0.420929,0.384107,0.821755
1774801275.393913,0.347779,0.122864,-0.371628,1.095608,2.421210,-1.108617,0.395431,0.396881,0.828323
1774801275.403580,0.332944,0.032996,-0.439698,1.234227,2.175191,-1.023752,0.371906,0.410790,0.832429
1774801275.413547,0.329646,-0.074107,-0.503614,1.358488,1.967640,-0.909112,0.350560,0.425196,0.834456
1774801275.423569,0.318026,-0.168130,-0.532873,1.344579,1.734820,-0.769604,0.331251,0.439523,0.834921
1774801275.433511,0.317215,-0.219551,-0.517780,1.248464,1.486144,-0.637175,0.314652,0.452629,0.834339
1774801275.443728,0.318343,-0.252606,-0.506419,1.287829,1.250821,-0.522001,0.300523,0.465054,0.832713
1774801275.453769,0.307729,-0.267284,-0.528802,1.305385,1.006344,-0.433819,0.288859,0.477306,0.829903
1774801275.463768,0.283514,-0.299978,-0.536099,1.317742,0.797382,-0.379014,0.279398,0.489447,0.826062
1774801275.473898,0.259407,-0.319758,-0.485750,1.130823,0.609916,-0.287731,0.271889,0.500605,0.821871
1774801275.483992,0.241365,-0.315281,-0.429930,0.932752,0.474842,-0.212112,0.266082,0.509769,0.818129
1774801275.494025,0.212938,-0.321787,-0.387025,0.729690,0.327139,-0.119877,0.261900,0.517085,0.814881
1774801275.504137,0.196202,-0.351081,-0.337930,0.569201,0.107535,-0.043631,0.259700,0.522498,0.812128
1774801275.514674,0.176817,-0.382661,-0.286281,0.573966,-0.044382,0.013215,0.259416,0.527207,0.809169
1774801275.524161,0.152129,-0.337252,-0.249203,0.452427,-0.240352,0.047992,0.260697,0.531420,0.805996
